Methods,Pattern Name,Imbalanced Ratio,Time Window,Abnormality Value,ARLIDX,USP,TASRID,TAR,loss,specificity,sensitivity,accuracy,geometric_mean
mixed_CS=T,uptrend,0.950000,30,0.455000,5.683333,0.000000,0.958099,0.961267,0.008854,0.987368,0.940000,0.985000,0.963393
Unlu_CS=T,uptrend,0.950000,30,0.455000,22.356667,0.000000,0.801267,0.823223,0.514417,1.000000,0.400000,0.970000,0.632456
mixed_CS=T,uptrend,0.950000,50,0.455000,8.533333,0.000000,0.937741,0.937741,0.000011,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,uptrend,0.950000,50,0.455000,25.963333,0.000000,0.793691,0.793691,0.346203,1.000000,0.600000,0.980000,0.774597
mixed_CS=T,uptrend,0.950000,80,0.455000,9.190000,0.000000,0.932314,0.932314,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,uptrend,0.950000,80,0.455000,50.966667,0.000000,0.587052,0.587052,0.330459,1.000000,0.420000,0.971000,0.648074
mixed_CS=T,uptrend,0.950000,30,0.530000,5.416667,0.000000,0.950496,0.963306,0.002534,0.997895,0.960000,0.996000,0.978764
Unlu_CS=T,uptrend,0.950000,30,0.530000,17.633333,0.000000,0.862534,0.862534,0.328695,1.000000,0.560000,0.978000,0.748331
mixed_CS=T,uptrend,0.950000,50,0.530000,8.506667,0.000000,0.937961,0.937961,0.000001,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,uptrend,0.950000,50,0.530000,40.100000,0.000000,0.676860,0.676860,0.519684,1.000000,0.360000,0.968000,0.600000
mixed_CS=T,uptrend,0.950000,80,0.530000,8.880000,0.000000,0.934876,0.934876,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,uptrend,0.950000,80,0.530000,53.090000,0.000000,0.561763,0.569394,0.400729,1.000000,0.420000,0.971000,0.648074
mixed_CS=T,uptrend,0.950000,30,0.605000,5.190000,0.000000,0.962149,0.965344,0.001029,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,uptrend,0.950000,30,0.605000,11.903333,0.000000,0.909890,0.909890,0.191895,1.000000,0.720000,0.986000,0.848528
mixed_CS=T,uptrend,0.950000,50,0.605000,7.780000,0.000000,0.943967,0.943967,0.000001,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,uptrend,0.950000,50,0.605000,42.096667,0.000000,0.660358,0.660358,0.673221,1.000000,0.200000,0.960000,0.447214
mixed_CS=T,uptrend,0.950000,80,0.605000,9.670000,0.000000,0.928347,0.928347,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,uptrend,0.950000,80,0.605000,30.593333,0.000000,0.755427,0.755427,0.174175,1.000000,0.800000,0.990000,0.894427
mixed_CS=T,uptrend,0.950000,30,0.680000,4.990000,0.000000,0.960468,0.966942,0.003093,0.997895,1.000000,0.998000,0.998947
Unlu_CS=T,uptrend,0.950000,30,0.680000,15.943333,0.000000,0.873554,0.876474,0.306105,1.000000,0.600000,0.980000,0.774597
mixed_CS=T,uptrend,0.950000,50,0.680000,7.640000,0.000000,0.945124,0.945124,0.000001,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,uptrend,0.950000,50,0.680000,31.846667,0.000000,0.742562,0.745041,0.401460,1.000000,0.420000,0.971000,0.648074
mixed_CS=T,uptrend,0.950000,80,0.680000,7.620000,0.000000,0.942149,0.945262,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,uptrend,0.950000,80,0.680000,62.266667,0.000000,0.493664,0.493664,0.442118,1.000000,0.400000,0.970000,0.632456
mixed_CS=T,uptrend,0.950000,30,0.755000,5.123333,0.000000,0.956198,0.965785,0.001040,0.998947,1.000000,0.999000,0.999474
Unlu_CS=T,uptrend,0.950000,30,0.755000,15.146667,0.000000,0.883085,0.883085,0.327021,1.000000,0.600000,0.980000,0.774597
mixed_CS=T,uptrend,0.950000,50,0.755000,7.673333,0.000000,0.944848,0.944848,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,uptrend,0.950000,50,0.755000,37.490000,0.000000,0.679614,0.698154,0.374071,1.000000,0.400000,0.970000,0.632456
mixed_CS=T,uptrend,0.950000,80,0.755000,7.983333,0.000000,0.942287,0.942287,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,uptrend,0.950000,80,0.755000,49.296667,0.000000,0.594766,0.600771,0.329371,1.000000,0.460000,0.973000,0.678233
mixed_CS=T,uptrend,0.950000,30,0.830000,5.416667,0.000000,0.963499,0.963499,0.000008,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,uptrend,0.950000,30,0.830000,21.183333,0.000000,0.799642,0.832837,0.513171,1.000000,0.400000,0.970000,0.632456
mixed_CS=T,uptrend,0.950000,50,0.830000,6.763333,0.000000,0.952369,0.952369,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,uptrend,0.950000,50,0.830000,33.890000,0.000000,0.725702,0.728154,0.519199,1.000000,0.400000,0.970000,0.632456
mixed_CS=T,uptrend,0.950000,80,0.830000,8.690000,0.000000,0.936446,0.936446,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,uptrend,0.950000,80,0.830000,65.700000,0.000000,0.465289,0.465289,0.530597,1.000000,0.200000,0.960000,0.447214
mixed_CS=T,uptrend,0.950000,30,0.905000,5.540000,0.000000,0.962479,0.962479,0.000007,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,uptrend,0.950000,30,0.905000,16.290000,0.000000,0.826777,0.873140,0.286797,1.000000,0.580000,0.979000,0.761577
mixed_CS=T,uptrend,0.950000,50,0.905000,8.110000,0.000000,0.941240,0.941240,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,uptrend,0.950000,50,0.905000,25.736667,0.000000,0.795565,0.795565,0.265388,1.000000,0.600000,0.980000,0.774597
mixed_CS=T,uptrend,0.950000,80,0.905000,6.230000,0.000000,0.956777,0.956777,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,uptrend,0.950000,80,0.905000,39.863333,0.000000,0.678815,0.678815,0.241941,1.000000,0.600000,0.980000,0.774597
mixed_CS=T,uptrend,0.950000,30,0.980000,5.233333,0.000000,0.965014,0.965014,0.002197,1.000000,0.980000,0.999000,0.989950
Unlu_CS=T,uptrend,0.950000,30,0.980000,17.253333,0.000000,0.859917,0.865620,0.346608,1.000000,0.580000,0.979000,0.761577
mixed_CS=T,uptrend,0.950000,50,0.980000,7.116667,0.000000,0.949449,0.949449,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,uptrend,0.950000,50,0.980000,34.823333,0.000000,0.720468,0.720468,0.430853,1.000000,0.400000,0.970000,0.632456
mixed_CS=T,uptrend,0.950000,80,0.980000,7.763333,0.000000,0.944105,0.944105,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,uptrend,0.950000,80,0.980000,51.580000,0.000000,0.581983,0.581983,0.319564,1.000000,0.400000,0.970000,0.632456
mixed_CS=T,uptrend,0.950000,30,1.055000,5.053333,0.000000,0.963251,0.966474,0.000002,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,uptrend,0.950000,30,1.055000,18.720000,0.000000,0.842094,0.853416,0.397422,1.000000,0.480000,0.974000,0.692820
mixed_CS=T,uptrend,0.950000,50,1.055000,7.173333,0.000000,0.948981,0.948981,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,uptrend,0.950000,50,1.055000,32.280000,0.000000,0.736501,0.741433,0.445036,1.000000,0.420000,0.971000,0.648074
mixed_CS=T,uptrend,0.950000,80,1.055000,7.546667,0.000000,0.945895,0.945895,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,uptrend,0.950000,80,1.055000,45.926667,0.000000,0.628705,0.628705,0.239383,1.000000,0.600000,0.980000,0.774597
mixed_CS=T,uptrend,0.950000,30,1.130000,5.493333,0.000000,0.962865,0.962865,0.000003,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,uptrend,0.950000,30,1.130000,22.883333,0.000000,0.808182,0.819008,0.533470,1.000000,0.340000,0.967000,0.583095
mixed_CS=T,uptrend,0.950000,50,1.130000,6.130000,0.000000,0.957603,0.957603,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,uptrend,0.950000,50,1.130000,24.380000,0.000000,0.801350,0.806722,0.342454,1.000000,0.600000,0.980000,0.774597
mixed_CS=T,uptrend,0.950000,80,1.130000,7.870000,0.000000,0.940083,0.943196,0.000000,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,uptrend,0.950000,80,1.130000,49.200000,0.000000,0.601653,0.601653,0.286630,1.000000,0.400000,0.970000,0.632456
mixed_CS=T,uptrend,0.950000,30,1.205000,4.840000,0.000000,0.968264,0.968264,0.000001,1.000000,1.000000,1.000000,1.000000
Unlu_CS=T,uptrend,0.950000,30,1.205000,17.346667,0.000000,0.841736,0.864545,0.352353,1.000000,0.540000,0.977000,0.734847
